area,bbox,com,perimeter,centroid,cm_11,cm_20,cm_02,orientation,class
639,"[[223, 611], [244, 649]]","[0.4119718309859155, 0.8216145833333334]",100.0,"[0.47809076682316115, 0.5198427029412945]",128680.12335405654,82723.72623239421,305712.32343037945,-0.4284160051658648,let
200,"[[229, 0], [275, 9]]","[0.4471830985915493, 0.005208333333333333]",147.0,"[0.5437585158788387, 0.37142857142857144]",22623.27591329226,153724.62263191832,4582.151340060767,0.1472765162822602,let
22528,"[[118, 310], [266, 658]]","[0.3380281690140845, 0.66015625]",2009.0,"[0.5059558183407348, 0.5753956056374807]",313875884.77310735,157736724.57964888,1100180291.6714783,-0.29380146198577706,let
921,"[[280, 0], [335, 58]]","[0.5422535211267606, 0.033854166666666664]",253.0,"[0.48452633171912834, 0.43712295317437516]",506663.4846684274,799177.0093235443,895888.654839419,-0.7378224043156794,let
413,"[[320, 710], [343, 732]]","[0.5845070422535211, 0.9388020833333334]",69.0,"[0.4957627118644068, 0.48436677545004736]",49558.037806264634,65996.56561198174,57424.14051140689,0.7422611359659439,let
443,"[[459, 0], [521, 20]]","[0.8503521126760564, 0.009114583333333334]",219.0,"[0.38854849690064136, 0.32322906589272277]",50248.58617361726,365563.89611126244,32966.2216983371,0.14671788775204656,let
1221,"[[463, 194], [510, 252]]","[0.8538732394366197, 0.2903645833333333]",230.0,"[0.4678030303030303, 0.49975707602826247]",639463.657934914,711153.9452892516,1346203.5329945784,-0.5549568178366258,let
241,"[[474, 153], [493, 182]]","[0.846830985915493, 0.21744791666666666]",93.0,"[0.3647302904564315, 0.4806362378976487]",17388.36702015479,15243.368828729415,66501.13232591416,-0.2980640374733642,let
975,"[[490, 71], [561, 132]]","[0.9401408450704225, 0.13411458333333334]",450.0,"[0.6141647915996999, 0.5248234671975611]",1568426.620933282,2349274.37062338,1283574.7954593229,0.6216475841566891,let
392,"[[519, 269], [549, 307]]","[0.9348591549295775, 0.375]",117.0,"[0.3848749177090191, 0.49699110413396125]",65143.48943661974,72208.92042749451,171094.625,-0.4607851721395193,let
683,"[[0, 316], [15, 366]]","[0.01232394366197183, 0.4466145833333333]",118.0,"[0.41562957540263545, 0.527057675193064]",126094.98054898398,42876.1530295329,597996.4400414352,-0.21321113987516194,mod
209,"[[0, 724], [7, 761]]","[0.00528169014084507, 0.9622395833333334]",84.0,"[0.38217703349282295, 0.3981364895492319]",7083.490392550616,2920.2558303164046,59736.3110232884,-0.1221825525865983,mod
716,"[[78, 645], [99, 689]]","[0.15492957746478872, 0.8671875]",103.0,"[0.46978161503301163, 0.4654872749844817]",147917.37544014087,93454.22852608618,378870.2858886719,-0.40166042658811796,mod
658,"[[103, 724], [127, 761]]","[0.20246478873239437, 0.9674479166666666]",101.0,"[0.47507598784194527, 0.5005599104143337]",126476.23041831717,110859.4480819777,285382.70245022274,-0.48342534673804866,mod
4432,"[[196, 602], [267, 697]]","[0.40669014084507044, 0.8489583333333334]",260.0,"[0.48437186622543116, 0.5181163507821901]",8460985.559345653,6820443.915691327,12822648.734809132,-0.6149707694865022,mod
1130,"[[243, 449], [288, 484]]","[0.4665492957746479, 0.60546875]",131.0,"[0.48381578441548456, 0.45765792317516457]",352984.55254869047,669220.158137648,379672.00663757324,0.5907884223791213,mod
3872,"[[253, 0], [312, 229]]","[0.49471830985915494, 0.15755208333333334]",1173.0,"[0.5017286696320259, 0.4888381476467589]",32670051.93292436,12324276.656231584,169147938.4181401,-0.19738716931286082,mod
133481,"[[0, 1], [437, 600]]","[0.323943661971831, 0.27734375]",6427.0,"[0.43185195281259675, 0.3635115153070194]",5789962328.83539,6457991084.739469,9844973195.368927,-0.6431229961614626,mod
579,"[[294, 466], [319, 500]]","[0.5404929577464789, 0.62890625]",89.0,"[0.5050484920951243, 0.47510486059708856]",130750.37291620827,114703.40888154635,191340.78910827637,-0.6428558298126972,mod
2261,"[[348, 177], [399, 243]]","[0.6602112676056338, 0.27734375]",189.0,"[0.5215527506549178, 0.532250292104273]",1872977.1084190677,1930549.212374158,3504737.0166778564,-0.586483531097151,mod
1522,"[[358, 304], [402, 379]]","[0.676056338028169, 0.4361979166666667]",212.0,"[0.5682581398744342, 0.4109810498651359]",1218210.964055163,1067729.408053954,1888497.7633226048,-0.6229310693749446,mod
402,"[[446, 143], [467, 172]]","[0.8045774647887324, 0.20442708333333334]",93.0,"[0.5130031659882406, 0.4508291873963516]",56656.1465714862,55206.49673303928,91640.85964965809,-0.6298488148435643,mod
646,"[[480, 733], [510, 761]]","[0.8714788732394366, 0.9752604166666666]",89.0,"[0.49880155797463294, 0.5506565602647593]",137452.99521805302,173751.21619594248,177588.85892401816,-0.7784186984144421,mod
275415,"[[0, 0], [561, 761]]","[0.579225352112676, 0.5989583333333334]",7363.0,"[0.34081201108304066, 0.3152842569475178]",6867629131.899832,6974590452.550399,13060824013.46344,-0.5768433398521892,mod
1042,"[[36, 120], [82, 164]]","[0.1056338028169014, 0.18098958333333334]",150.0,"[0.5096193038232657, 0.41230310770540657]",527566.0075557512,739324.6917278322,451288.66208902904,0.6521518442813614,let
1394,"[[72, 383], [123, 447]]","[0.17077464788732394, 0.5299479166666666]",262.0,"[0.4881582575130962, 0.37172318720705816]",772441.133869298,1062171.081639926,1051316.9295298364,0.7818852829196232,let
321,"[[82, 118], [116, 149]]","[0.1795774647887324, 0.171875]",159.0,"[0.5821984868713841, 0.4398364485981308]",101150.3422645246,156002.11923477467,80340.42016601562,0.6064486331949792,let
1795,"[[104, 538], [194, 599]]","[0.2764084507042254, 0.7278645833333334]",499.0,"[0.583054945054945, 0.3855]",2445407.4209580366,6535142.0849534,1477344.808078332,0.3843076219206609,let
13899,"[[0, 474], [229, 761]]","[0.1813380281690141, 0.8971354166666666]",5127.0,"[0.5347272834200605, 0.6372713249169214]",452019351.25698596,385242492.1653181,778707202.5952561,-0.5801464170920461,let
1289,"[[146, 578], [198, 689]]","[0.30985915492957744, 0.81640625]",563.0,"[0.5247274166656671, 0.4830056307329035]",2476661.2605633796,1507802.8307875483,6211235.887771606,-0.40563477769336953,let
23501,"[[162, 243], [369, 410]]","[0.46830985915492956, 0.4296875]",1359.0,"[0.5033136870318147, 0.5183172448648791]",212750622.94286495,316343107.2076199,215305842.14361572,0.6688297101674193,let
996,"[[195, 421], [245, 488]]","[0.3855633802816901, 0.58203125]",261.0,"[0.45325238177062455, 0.3844149149435821]",607733.2126224135,653704.1236206852,949923.4850311279,-0.6658739458881509,let
430,"[[227, 164], [267, 206]]","[0.4242957746478873, 0.24869791666666666]",161.0,"[0.3541597059806214, 0.6198895614314538]",143662.8464871259,124005.80953059906,339132.9942321771,-0.4640566892405844,let
1889,"[[253, 186], [363, 245]]","[0.5757042253521126, 0.2760416666666667]",480.0,"[0.6602236038855758, 0.43424621804903496]",3672480.6819157153,11607970.442561664,1516858.167236319,0.3145915811529534,let
4585,"[[198, 524], [281, 678]]","[0.41725352112676056, 0.77734375]",1194.0,"[0.5160736747529201, 0.4382020693852709]",15492991.486988323,11969813.732654862,31585558.52520752,-0.503213803279899,let
11276,"[[272, 0], [444, 171]]","[0.6073943661971831, 0.08854166666666667]",1648.0,"[0.4192996141356955, 0.395653786272082]",49448221.568203226,71554687.61289401,73488316.2618803,-0.7756233815828036,let
12389,"[[247, 380], [445, 602]]","[0.6197183098591549, 0.640625]",4580.0,"[0.4617183699132523, 0.46243006344952525]",144796366.5415935,173621051.54830453,217910609.48657227,-0.7095174337107905,let
1396,"[[449, 220], [516, 263]]","[0.8556338028169014, 0.3138020833333333]",203.0,"[0.5448550480364065, 0.48440349049231574]",1045638.8260159915,2079043.84135092,765855.73218452,0.5050443290570832,let
395,"[[450, 26], [477, 51]]","[0.8151408450704225, 0.053385416666666664]",93.0,"[0.4597207303974221, 0.5534027376132639]",65332.452045279475,75471.99062376004,93605.16579691556,-0.7164504443928107,let
914,"[[461, 608], [501, 639]]","[0.846830985915493, 0.8138020833333334]",121.0,"[0.48486950952660507, 0.5225998358862144]",283346.29020411527,424695.6121367262,284174.3885938861,0.6638658577121666,let
719,"[[535, 106], [561, 160]]","[0.971830985915493, 0.17838541666666666]",184.0,"[0.6376654818935764, 0.5568592742445315]",364038.72296801634,216741.47193017034,783635.4290347644,-0.4546150298999347,let
11101,"[[0, 583], [119, 761]]","[0.08274647887323944, 0.88671875]",1707.0,"[0.3945045405982906, 0.5509254285441436]",53067927.8296106,34123084.50034747,132336366.56591797,-0.4120742740604619,let
2281,"[[45, 355], [89, 445]]","[0.11795774647887323, 0.5065104166666666]",281.0,"[0.4883652289821956, 0.38309462602521727]",1727774.1423351308,1399792.6619656438,3870647.3280945313,-0.4750238352260232,let
4315,"[[18, 425], [122, 538]]","[0.11443661971830986, 0.6341145833333334]",483.0,"[0.44502874017824184, 0.5223815352334324]",10108438.896596711,13509801.137829173,19118669.370203435,-0.6500838929298761,let
1554,"[[119, 711], [173, 761]]","[0.2517605633802817, 0.9557291666666666]",197.0,"[0.4426425021923414, 0.45323750078809655]",804449.8354377572,1110409.7618621106,975032.9070299009,0.7434257769354805,let
916,"[[158, 488], [194, 524]]","[0.30985915492957744, 0.6575520833333334]",134.0,"[0.4942169243479287, 0.4709370942995397]",296527.97428843897,368773.6659392986,335468.67765977595,0.7573484974301389,let
894,"[[206, 231], [237, 276]]","[0.3926056338028169, 0.328125]",165.0,"[0.5187010626398211, 0.4547466199786013]",275759.0035761446,288423.050430223,476100.72216796875,-0.6213976392108161,let
355,"[[231, 660], [265, 691]]","[0.43838028169014087, 0.8723958333333334]",169.0,"[0.507970735463997, 0.3363376010781671]",68990.1102782057,133120.18509162363,55636.40551079652,0.529561692184678,let
576,"[[241, 482], [286, 534]]","[0.47007042253521125, 0.66796875]",185.0,"[0.5643493357487922, 0.5812696540880503]",516543.3232284333,431134.350476096,663437.7900390625,-0.6748059236809489,let
4722,"[[290, 450], [385, 536]]","[0.5915492957746479, 0.6328125]",424.0,"[0.4802688313973953, 0.4189782616611441]",8006349.526958608,11980448.484625962,7754786.32611084,0.6563919502749321,let
762,"[[307, 69], [342, 103]]","[0.5669014084507042, 0.11328125]",148.0,"[0.4064231554389035, 0.5211848518935133]",194687.0328730195,202927.1218260266,309428.5597229004,-0.6519034770899029,let
469,"[[403, 27], [429, 60]]","[0.727112676056338, 0.05859375]",103.0,"[0.3818754925137904, 0.532415519399249]",78919.80404104314,58483.30958019239,182578.58236694336,-0.4522599515971155,let
2714,"[[490, 109], [561, 194]]","[0.9225352112676056, 0.19921875]",705.0,"[0.5089916275205317, 0.47732608303067997]",5328990.600984811,6343751.766167478,8640783.612747192,-0.6792605332606362,let
2604,"[[534, 560], [561, 694]]","[0.9665492957746479, 0.82421875]",337.0,"[0.5525035146534011, 0.5350323828749264]",2737591.673291707,692466.5971099512,16848939.479034424,-0.1633692702609924,let
2272,"[[517, 448], [561, 570]]","[0.9647887323943662, 0.6549479166666666]",392.0,"[0.6792674826833666, 0.46183166357709693]",4059354.9030406396,2318377.3825629656,9370608.694888601,-0.4277900798703609,let
53168,"[[250, 10], [561, 452]]","[0.795774647887324, 0.3815104166666667]",3864.0,"[0.6398704043252752, 0.625966561303525]",2873170891.3726854,2497816570.226581,4864027740.702165,-0.5900894012625522,let
430,"[[147, 468], [195, 497]]","[0.3045774647887324, 0.6276041666666666]",153.0,"[0.5247745609871856, 0.465968992248062]",173682.96184529047,329899.4639394463,105737.31411404075,0.49885909218041097,inter
365,"[[265, 118], [308, 151]]","[0.5017605633802817, 0.1796875]",187.0,"[0.4609733700642792, 0.5625371360665479]",170456.11889304587,234177.4167203927,169752.87963867188,0.692011010217446,inter
2647,"[[204, 491], [393, 585]]","[0.5176056338028169, 0.7135416666666666]",662.0,"[0.47604846048839683, 0.5883664492643713]",16847221.471904438,28361094.642134435,10426851.419053836,0.5408370553150613,inter
325,"[[309, 153], [347, 180]]","[0.5757042253521126, 0.21744791666666666]",175.0,"[0.47013806706114397, 0.4985714285714286]",78210.943141597,137493.47353265714,78311.24477301705,0.6045459322889826,inter
5197,"[[315, 187], [489, 291]]","[0.7253521126760564, 0.2903645833333333]",1871.0,"[0.4310103980843097, 0.5292094563103675]",34074141.92303953,68099077.60885766,35008011.98479586,0.5593778058940894,inter
200,"[[229, 0], [275, 9]]","[0.4471830985915493, 0.005208333333333333]",147.0,"[0.5437585158788387, 0.37142857142857144]",22623.27591329226,153724.62263191832,4582.151340060767,0.1472765162822602,let
22528,"[[118, 310], [266, 658]]","[0.3380281690140845, 0.66015625]",2009.0,"[0.5059558183407348, 0.5753956056374807]",313875884.77310735,157736724.57964888,1100180291.6714783,-0.29380146198577706,let
921,"[[280, 0], [335, 58]]","[0.5422535211267606, 0.033854166666666664]",253.0,"[0.48452633171912834, 0.43712295317437516]",506663.4846684274,799177.0093235443,895888.654839419,-0.7378224043156794,let
413,"[[320, 710], [343, 732]]","[0.5845070422535211, 0.9388020833333334]",69.0,"[0.4957627118644068, 0.48436677545004736]",49558.037806264634,65996.56561198174,57424.14051140689,0.7422611359659439,let
443,"[[459, 0], [521, 20]]","[0.8503521126760564, 0.009114583333333334]",219.0,"[0.38854849690064136, 0.32322906589272277]",50248.58617361726,365563.89611126244,32966.2216983371,0.14671788775204656,let
1221,"[[463, 194], [510, 252]]","[0.8538732394366197, 0.2903645833333333]",230.0,"[0.4678030303030303, 0.49975707602826247]",639463.657934914,711153.9452892516,1346203.5329945784,-0.5549568178366258,let
241,"[[474, 153], [493, 182]]","[0.846830985915493, 0.21744791666666666]",93.0,"[0.3647302904564315, 0.4806362378976487]",17388.36702015479,15243.368828729415,66501.13232591416,-0.2980640374733642,let
975,"[[490, 71], [561, 132]]","[0.9401408450704225, 0.13411458333333334]",450.0,"[0.6141647915996999, 0.5248234671975611]",1568426.620933282,2349274.37062338,1283574.7954593229,0.6216475841566891,let
392,"[[519, 269], [549, 307]]","[0.9348591549295775, 0.375]",117.0,"[0.3848749177090191, 0.49699110413396125]",65143.48943661974,72208.92042749451,171094.625,-0.4607851721395193,let
696,"[[0, 315], [15, 367]]","[0.01232394366197183, 0.4466145833333333]",121.0,"[0.41163793103448276, 0.531527868141401]",132699.9140074824,43093.11979269993,663308.2830810549,-0.2021688537716987,mod
223,"[[0, 722], [9, 761]]","[0.00528169014084507, 0.9622395833333334]",88.0,"[0.3125560538116592, 0.42298206278026906]",8613.52453555971,3309.643544807578,77984.41692267518,-0.113363880977712,mod
718,"[[78, 645], [99, 690]]","[0.15492957746478872, 0.8671875]",103.0,"[0.4704355533046341, 0.4556134189172823]",148558.01485475354,93937.6708986313,380835.0711669922,-0.40144681444266483,mod
665,"[[103, 723], [127, 761]]","[0.20246478873239437, 0.9674479166666666]",103.0,"[0.4776541353383459, 0.5140543666859456]",136962.49183217794,113232.71389915187,313974.37913852226,-0.46918599307963516,mod
4546,"[[190, 595], [267, 697]]","[0.40492957746478875, 0.84765625]",317.0,"[0.5177194079633104, 0.5419506648490783]",11101738.957430124,8913766.112564502,16198360.106796265,-0.6268890354003831,mod
3642,"[[253, 1], [311, 223]]","[0.49471830985915494, 0.15625]",1174.0,"[0.4974554004827347, 0.48379971204305683]",29309414.415437937,11324704.731982099,150201772.0498047,-0.19970226984398165,mod
139699,"[[0, 0], [438, 600]]","[0.3257042253521127, 0.2838541666666667]",6911.0,"[0.4313491123197585, 0.3692230106250584]",6105051902.370102,6704121130.052138,10482648012.065533,-0.635342136395271,mod
584,"[[294, 465], [319, 501]]","[0.5404929577464789, 0.62890625]",89.0,"[0.5036222339304531, 0.47713809700111065]",139239.78444102127,115245.30616445153,213392.9385986328,-0.6159742537512751,mod
2303,"[[348, 177], [399, 244]]","[0.6602112676056338, 0.27734375]",184.0,"[0.5272053174788737, 0.5233646650149422]",1925527.7411903043,2011765.6319647648,3554385.4035491943,-0.5948990563538596,mod
1543,"[[352, 303], [402, 379]]","[0.676056338028169, 0.4361979166666667]",225.0,"[0.6192418639523211, 0.4158790011025915]",1555829.4778095642,1601354.7807974634,1992894.6339636764,-0.7228121231314809,mod
418,"[[446, 143], [468, 172]]","[0.8045774647887324, 0.20442708333333334]",83.0,"[0.4912627418348242, 0.45263157894736844]",59176.46075869278,57345.551434487425,95150.81215074315,-0.6308060772872289,mod
668,"[[480, 732], [511, 761]]","[0.8732394366197183, 0.9752604166666666]",100.0,"[0.4943394461077844, 0.5714071856287426]",159385.8511406983,189227.33921840874,209022.94270155212,-0.7543881714340909,mod
270684,"[[0, 1], [561, 761]]","[0.5827464788732394, 0.6028645833333334]",7753.0,"[0.34111541780628846, 0.3184399594641295]",7155718720.209665,7214006917.251807,13634137165.643524,-0.5745530611883749,mod
469,"[[27, 0], [95, 14]]","[0.11443661971830986, 0.006510416666666667]",167.0,"[0.5554834523036989, 0.3257995735607676]",95165.02943671141,788227.9165499161,18018.176128811287,0.12113056914719607,let
1016,"[[36, 120], [81, 164]]","[0.1056338028169014, 0.1796875]",145.0,"[0.5157908250599109, 0.409076990376203]",503575.0688820419,704212.5201348944,430230.41357421875,0.6525934352886931,let
1349,"[[73, 383], [123, 447]]","[0.17253521126760563, 0.5299479166666666]",252.0,"[0.48219700251234515, 0.3665798119406367]",716931.1332984885,976624.4536550303,993259.277855776,-0.7795977185640125,let
263,"[[83, 119], [116, 149]]","[0.1813380281690141, 0.171875]",153.0,"[0.5795124133303512, 0.4318655709554765]",75810.04959837146,118325.26103141725,61280.425537109375,0.6054715411922547,let
1715,"[[104, 538], [194, 599]]","[0.2764084507042254, 0.7278645833333334]",472.0,"[0.5870236513878586, 0.3840667780759947]",2342372.175444266,6314740.2429546695,1400482.4669443714,0.38074629223700773,let
